type,title,desc,time,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,last_modify_ts,note_url
 ",1699513906000,小朱佩奇,https://sns-avatar-qc.xhscdn.com/avatar/654b397a752a9c00012feab6.jpg,238,121,13,8,,1707298155379,https://www.xiaohongshu.com/explore/654c8632000000001b00de10
normal,敏感肌去红血丝面霜红黑榜｜亲测踩雷种草！,"作为一个敏感肌女孩真的太难了，用什么都容易刺痛泛红，脸颊上还经常挂着蚯蚓一样的红血丝😖
断断续续入了好多护肤品，踩过雷种过草，分享一下我的面霜红黑榜！
-
🧡红榜✨✨
🎓排名：薇诺娜特护霜>一刻时光修复霜>雅漾舒缓霜>依泉修复绷带霜>优色林修红霜
🌿一刻时光神经酰胺修护霜
质地偏向是轻薄黄油质地，抹开之后就是滑滑润润的感jio，延展性棒棒，肤感也不错，换季过敏的时候坚持用可以有效祛红，头天晚上敷一层，第二天洗完脸还是水润润的～
🌿优色林修红霜
属于💊妆牌子，适合痤疮期间皮肤敏感的时候用，祛红能力很牛，保湿力度一般般，最好能搭配其他精华一起用。注意这个会搓泥，不要在白天用，个人觉得瑕不掩瑜啦！
🌿依泉修复绷带霜
很厚的霜状质地，需要乳化一下再上脸，退红效果非常非常明显，对丘疹和泛红都有效，鼻翼边上的小痘痘也能一起带走。
🌿薇诺娜特护霜
之前去🏥开得面霜，乳液质地一点都不厚重，吸收很快不会粘腻，舒缓和去红血丝效果很8错，就是价格贵，用的也快，日常买一囤一。
🌿雅漾舒缓霜
乳霜质地，适合日常维稳来用，皮肤有一点点敏感我就会抹在脸上，基本上过两三天就会消掉了，但我最喜欢的还是包装啦，很卫生！
💔黑榜💥💥
👋排名:lamer面霜>dms修复乳>fab急救面霜>理肤泉b5>dr.g修护面霜
🙅理肤泉B5
厚厚的霜膏质地，最开始用是想修复的，从厚涂到薄涂到乳化到点涂都试过了，但是没用，只会长更多的痘痘，第二天起来皮肤巨油……😓
🙅fab美人急救面霜
味道超级难闻，做身体乳我都扛不住，上脸之后很难吸收，保湿效果一般，容易和其他护肤品打架，多抹抹就搓泥，幸好买的是小样哈哈哈😂
🙅lamer修复面霜
我买过最贵的一款面霜了，不能说没有用处，只是觉得性价比太低了，同样是修复的效果，我觉得它没有红榜里的那些面霜修复效果更好，但是价格贵了超多。
🙅dr.g修护面霜
冲着积雪草买的，还以为可以消炎去红，结果用一次长一次粉刺，上网搜了一下我果然不是一个人🤦♀️现在用来涂脖子了
🙅Dms修复乳
看着不是很厚重，但是上脸还挺难吸收的，感觉就是脸上浮了层油，也不怎么保湿，修复效果不是很明显，但是我这个超级敏感肌也不会刺痛，算是可以入但没必要的。
   ",1688461839000,郭同学很开心,https://sns-avatar-qc.xhscdn.com/avatar/654ae964cfe5250001dc0fcb.jpg,2500,1290,244,104,,1707298155380,https://www.xiaohongshu.com/explore/64a3e20e000000001e011896
normal,万能修复⁉️理肤泉B5修护霜到底适不适合你？,"它家成分相对安全，基本是全绿✅
网上有很多他的用法，小编给大家整理了出来
1⃣️敏感肌干燥：
局部厚敷，急救缓解不适；
全脸薄涂，适合维稳保湿
	
2⃣️祛痘印：
点涂法，只能涂痘印，不要涂在还在爆的红痘痘上
	
3⃣️特殊美容后：
（不用乳化）厚敷一刻钟后洗掉
	
4⃣️刷刺激成分后皮肤干燥爆皮：
刷🍋后搭配B5可以缓解耐受期的不适
	
5⃣️唇部干燥不适：
晚上厚敷（不用乳化）睡前擦掉
白天薄涂，化妆前擦掉，改善不适和软化死皮
	
6⃣️婴儿红屁屁：
厚涂能缓解红屁屁
	
7⃣️脱毛/剃须的皮肤不适：
（不用乳化）局部厚敷十几分钟后擦掉
	
8⃣️蚊虫叮咬：
止痒
	
9⃣️手膜：
厚敷套个一次性手套，十几分钟后洗掉
	
这款B5可以说是老少皆宜的产品，也比较平价，有需求的可以入
	
每天安利一个护肤品，喜欢就关注我吧[赞R]
理性种草，买对不买贵
   @美妆薯 ",1689169539000,Hello购,https://sns-avatar-qc.xhscdn.com/avatar/6459ab4758e88400013a12ba.jpg,725,363,72,94,,1707298155381,https://www.xiaohongshu.com/explore/64aeae830000000035008a09
normal,空瓶日记,"理肤泉这款面霜别太好用了，本人混干加敏感肌，用了这款之后就没用过其他的面霜。而且这款比网上那款b5面霜要清爽好吸收一些，之前用B5时试了网上教的很多办法，但是总是会搓泥泛白，这款就没出现过那种情况[哇R]
更重要的是我用之前是有点皮肤屏障受损的，用了这个后都没有泛红刺痛脸部发烫的感觉了，而且化妆前涂一层这个也没有出现过卡粉起皮的现象[自拍R][自拍R][自拍R]就是说会把这款面霜带进我的坟墓当我的下葬品的程度[自拍R][自拍R][自拍R]
⚠️用之前记得乳化，轻轻揉搓乳化成透明状再上脸，如果是非常干的皮肤不乳化直接上脸也可以。
	
    ",1689602782000,mimiyoyo,https://sns-avatar-qc.xhscdn.com/avatar/617aa458e1fc12c4a4732978.jpg,357,184,37,28,,1707298155382,https://www.xiaohongshu.com/explore/64b54ade000000002f026139
normal,理肤泉万能修护霜,"理肤泉B5多效修复霜 40ml
拯救烂脸，为修护而生
24小时长效保湿💦
舒缓修护双buff🔁
急救必备人手一支
❁5%维生素B5丨加速屏障修护
❁积雪草苷丨淡化减少印痕
❁乳木果油丨滋润强韧皮脂膜
❁葡糖酸锌丨调节油脂分泌量
✅正确用法——
【厚涂面膜急救法】
面部敏感泛红时，可均匀厚敷
【薄涂面霜维稳法】
肌肤状态不稳定时，挤少量揉搓乳化多次按压上脸
【痘印点涂】
在新生痘印上局部点涂
【修护膜法】
适用于唇部/手部干裂起皮
【缓解脱毛不适✙蚊虫叮咬】
泛红刺痒时，厚敷15分可有效缓解",1677919520000,泊皙颜全球购,https://sns-avatar-qc.xhscdn.com/avatar/63b69a6f762f6bc2e9591cb6.jpg,45,18,11,15,,1707298155383,https://www.xiaohongshu.com/explore/64030520000000001402456c
normal,雅诗兰黛，你是真不会糊弄人啊...,"‼️评论区留言测胶原霜的特别多，周末专门去买了一瓶去做上脸实测，本来以为系列里两款适合不同肤质的面霜跟兰蔻和lamer一样只是套娃，在原基础上调一调肤感，没想到他们做了两个完全不同的配方结构，这个属实没想到，韭菜割的很有诚意
[doge]。
	
👉先说结论：胶原霜的乳霜款和滋润款除了结构完全不一样，两款的乳化体系也都做的很有特点，完美证明了大集团的底蕴。活性物是经典的紧致＋淡纹组合，全肤质适用的乳霜款上脸滋润但干爽，而滋润款会有点黑绷带的感觉。
	
🔅乳霜款的胶原霜乍一看配方中油脂含量非常高，排在第二位的就是异壬酸异壬酯。这款原料的添加量很高，保守推测在5%左右。如此高的油脂添加量却能够做到清爽不油腻，涂抹吸收之后隐约还有一种干爽的感觉。靠的就是这款面霜的乳化剂搭配。
	
🔁在乳化剂搭配上，主乳化剂选择了HLB值较低的C12-20酸PEG-8酯之后，搭配了阴离子乳化剂鲸蜡醇磷酸钾酯和非离子的PEG-100硬脂酸酯来帮助稳定乳化体系，这两款高HLB值的乳化剂在帮助稳定配方的同时，还能够给产品带来奇特的肤感。这也是为什么这款面霜在高油脂含量添加的情况下，还能做到清爽不油腻。
	
♻️活性物方面，这款产品还是继续选择了雅诗兰黛集团经典的苹果西瓜组合。一长串的植物提取物+乙酰基六肽-8能够起到即时紧致+迅速淡纹的功效，也和它的页面详情页一一对应了。
	
⚠️顺便再说一说滋润款，应该是采用了硅油包水的结构，主乳化剂PEG100-聚二甲基硅氧烷搭配上高含量的硅油，同时搭配了二硬脂二甲铵锂蒙脱石做悬浮稳定剂。再加上大量的硅弹。这组巧妙的搭配赋予了这款面霜奇特的慕斯质感，甚至有一点黑绷带的感觉。这也非常有雅诗兰黛的特色，把“硅”安排的明明白白。
本人唯一的疑惑，就是配方里没有加如油包水结构中常用的镁盐或者纳盐来提升稳定性，希望评论区有大神能给我解答。
活性物方面，这款面霜继续沿用了同系列的活性物组合，功效方面不会打折扣。
	
🌟总结一下：从配方师的角度来说，无论是肤感还是功效，都是值得入手的一款面霜。要说功效上跟欧家的差别，玻色因主打的是刺激胶原再生，而雅诗兰黛的这一款则更多侧重在紧致淡纹，大家可以按需种草。
	
      ",1693368578000,配方师吴大力,https://sns-avatar-qc.xhscdn.com/avatar/640458066e246001ef1d080c.jpg,602,340,325,85,,1707298240137,https://www.xiaohongshu.com/explore/64eec102000000001f037915
normal,花了好几万！值得入手的贵妇面霜,"混油敏感肌的“回春神器”！值得入手的贵妇面霜
作为混油敏感肌，又是奔三的阿姨
在面霜的选择上会比较谨慎，并且开始追求抗老
下面来唠叨唠叨一些合适30+的姐妹的面霜
-
雅诗兰黛智妍胶原霜
冰淇淋质地，非常轻盈好推开
混油敏感肌真的不能再爱这种质地
上脸以后很清爽，推开后可以迅速被吸收
增加了木槿花精萃，从花的各个部位都提取了精华来增加抗老；
也是在1代基础上增加10倍的胶原新生
在抗老基础上又增加了提拉紧致的功效
-
LAMER海蓝之谜面霜
膏状的质地，乳化后会比较容易推开
但要记得乳化完全，否则有闷痘风险
他们家还是主打维稳肌肤和修复肌肤屏障
敏感脆弱肌的修护抗老之王
换季敏感的时候它就是逆天神器
但是作为混油肌，可能还是略厚了一丢丢
但是皮肤过敏时期
迅速缓解脸上泛红刺痛的不适感
-
阿玛尼黑钥匙面霜
面霜的抗老核心成分是南非凤凰草
主打的就是恢复活力
绵软的凝霜质地，高级细腻
记得先用指腹乳化到精油状
再上脸哦！效果会不一样
皮肤泛红过敏可以考虑哦！修复能力很强并且质地丝滑
厚薄度也适中
-
HR赫莲娜黑绷带
黑绷带大家都说是适合油皮
但是我个人还是觉得比较厚重
用起来稍微感觉有点点闷，更适合干皮
所以我也是用来当急救面霜的
主打夜晚修护、抗老，
30%玻色因溶液配合5步绷带配方黑科技
如果肌肤状态很差但是第二天又有重要的事儿
我会选择黑绷带来厚敷一层
第二天“回春”
-
大家各取所需，理性购物哦！
感谢阅读 我是凌夕
    
      ",1695063660000,凌夕的生活美学,https://sns-avatar-qc.xhscdn.com/avatar/62025645503f3555bcf17098.jpg,417,202,66,47,,1707298240139,https://www.xiaohongshu.com/explore/65089e6c000000001d016774
normal,强烈推荐雅诗兰黛智妍面霜，好用！！,"这个面霜算是口碑款了，众所周知，雅诗兰黛家护肤方面是有名的，智妍系列又称全能系列。
面霜吸收能力特别好，涂上脸秒吸收啊，非常滋润清爽，保湿。我用着也不搓泥。
建议25➕初步抗老的姐妹👭使用，改善肌肤暗沉，细致毛孔，松弛，细纹等皮肤大问题。
	
我用的是75ml清爽版的，非常水润，光滑。质地像冰淇淋一样，棉柔轻薄，介于面霜和乳液之间，适合春夏使用。
滋润版的是50ml的，质地比较厚重一些，保湿效果会更好一点。适合秋冬使用。
大家可根据自己皮肤需求，别买错啦👌
  ",1647265035000,少女晴year,https://sns-avatar-qc.xhscdn.com/avatar/62f5dd0559bca93dd749a32f.jpg,152,71,42,45,,1707298240140,https://www.xiaohongshu.com/explore/622f450b000000002103f0b1
normal,雅诗兰黛面霜,"雅诗兰黛面霜怎么选？
我自己是混合皮，有时候混干，有时候混油，自己不是特别能分得清
我自己就是用的乳霜款，敲重点75ml的这款
混合皮，完美",1676905722000,指间砂,https://sns-avatar-qc.xhscdn.com/avatar/5be6873ee85ef0000138a76b.jpg,584,302,39,91,,1707298240141,https://www.xiaohongshu.com/explore/63f38cfa000000001300bc85
normal,经典口碑的面霜！信大厂的准没错！喂饭抗老,"锁住皮肤营养最重要的一步就是涂面霜！
涂面霜！涂面霜！
面霜选得好，脸就不会老～
       ",1699694398000,半糖奶盖,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30nakndjp5s605norh6q0bjqlc14ss20,264,104,24,12,,1707298240141,https://www.xiaohongshu.com/explore/654f473e0000000032026497
normal,小贵但物有所值！对付轮廓模糊+松弛干瘪贼绝,"我心中不花大手笔对付松垮肉脸+干瘪憔悴肌最有一手的抗老面霜就是它了，还没用过的姐子你听我详细掰扯。
-
老文我身为30+刚需抗老人，太知道咱这些熟龄姐姐最犯愁的是啥：
1.对和我一样骨相不好兜不住肉的人来说，把支撑皮肉的轮廓定住永远排首位，否则法令纹加深、下颌线模糊的福气都在后头[暗中观察R]
2.随着年龄增长胶原蛋白流失，整个人像泄了气的皮球🎈尤其面中庭苹果肌位置，那叫一个干瘪，垮的很疲累就像天天在吃生活的苦…
3.皮脂分泌越来越差劲+胶原新生速度跑不赢流失速度，先是干纹再催生真性细纹，甚至毛孔都玩上皱纹连连看。
如果你不想一次all in上述问题，就必须谨记抗老要及时！别等突然断崖式变老后再发疯补救，补救远远比不上日积月累的有效干预[生气R]
-
而我之所以钟爱雅诗兰黛智妍胶原霜，就因为它不止做好了预防，还能像牵引绳般稳稳把你拽出衰老深崖。
	
整个思路揪住老化原因一顿重拳猛攻→众所周知I型轮廓胶原蛋白作为皮肤中占比最多的胶原老大哥，能够真正帮我们打下抗老关键基础盘，它就像弹簧，负责强力顶起整张脸的支撑结构，让皮肤有弹性有韧力更耐老，一旦大量流失/质量下降，咱们脸蛋就会像我前面说的仿佛泄气皮球，什么紧致平滑都是痴心妄想[扶墙R]
	
而这款面霜的牛批点是通过自家黑科技〔胶原紧致肽+木槿花精粹等复配成分〕精准10倍激活I型胶原蛋白，主打一个量大出奇迹，把面部易垮易松三区苹果肌、法令纹、下颌线狠狠加固，说人话就是肉该在就提拉到哪，别动不动就干干瘪瘪还往下掉。
-
不光功效贼硬，肤感和性价比还嗷嗷给力，你说友商该不该生气[doge]轻盈柔润的冰淇淋质地，触肤即融，对于肌肤纹理粗糙的人，在被它恰到好处的润泽力滋养后，很短时间内脸蛋就能实打实变嫩，更别提用它配合由下至上提拉按摩后，把轮廓线条吊起的效率有多狠…
	
总之松弛干瘪的熟龄肌求求你快点用[皱眉R]大集团科技工艺+贵妇肤感摆在这，竟然三位数就能拿下，妥妥的大牌老实人报恩福利款！！
   ",1695192681000,小众护肤品爱好者 文文,https://sns-avatar-qc.xhscdn.com/avatar/5f1836dfeda3850001516b5a.jpg,345,149,128,8,,1707298240142,https://www.xiaohongshu.com/explore/6508026b000000001303d32d
normal,能回购一辈子的大牌抗老面霜！双十一闭眼入！,"护肤十年陆陆续续用了很多面霜
有大牌也有小众的
也踩雷过无数次 但也有很多好用的
今天分享给大家我个人觉得用起来不错的K老面霜
大家趁着双十一根据各自需求理性种草哦～
-
▪️欧莱雅20霜
▪️雅诗兰黛智妍面霜
▪️科兰黎雪藻面霜
▪️赫莲娜黑绷带面霜
	
            ",1697947414000,吴不烦,https://sns-avatar-qc.xhscdn.com/avatar/63dc6d2bc22fa7bf98ea3e8f.jpg,232,110,34,5,,1707298240143,https://www.xiaohongshu.com/explore/65349f1600000000250202a2
normal,雅诗兰黛面霜不同产地之大不同," 30++的年纪，后悔没早点用它，真香啊，外观设计也很时尚，金色的高贵感马上出来了，第一次用50ml的，空瓶后回购再买了75ml的，有没有亲们发现不太一样？
外观：50ml的从外观上偏金黄色一点，75的就是偏白色，不只是外观，里面的也是颜色不一样，75的偏白色，质地不一样
味道：50ml的有一点点淡淡的香味，75的闻不到味道，要擦在手上放到鼻子才闻到一点点香味，没有50的一打开就闻到了香味，很好闻
产地：50ml的MADE IN USA，75的则是UK，原来产地不同，产品也质感完全不一样，一般人很难分辩
使用感:本来是第一次用了50ml的感觉良好，不油腻，很贴，滋润，味道好闻，内干偏油的皮肤很友好，因为面霜很多上脸会油，要不然就是不够滋润，早晚各用一次水分足，而且最重要的是50ml的比较紧致稠一点，每次都滴一点精华混一下推开，效果更好，75ml的就比较稀一点，不用滴精华就直接推开，最后那张图就是明眼看到直接能上脸
	
开始以为只是容量不同，没想到同一个牌子质地完全不一样，这瓶大的还在用，但个人感觉还是比较倾向于美国产的50ml那款，就是容量太小，但更好用，明显没那么油腻了，瓶子都不舍得丢，抗衰老紧致效果不错， 它们区别很大，但是买的时候你不知道是哪里产的，以前买资生堂的乳液也是一样，日本本土的好用多了，后来再买是巴黎产的，客服说现在这一批都是一样的，后来退货了，再下单前强调咨询是不是本土的，信旦誓誓说是的，买回来一看又是巴黎产的，他们根本区分不出来，因为国际版的就是不一样的，都是只有国际版的，小红书的客服不太耐心，还一副你不要就退货就行，但是就是不帮你解决问题，退了一次货之后就算了用吧，用完国际版的就不用它家了
不同产地千差万别啊！[笑哭R][笑哭R][笑哭R]",1647315401000,yaya不吃香菜啊,https://sns-avatar-qc.xhscdn.com/avatar/63bfd676ba0302f90135f55e.jpg,91,48,90,22,,1707298240143,https://www.xiaohongshu.com/explore/623009c9000000000102dd38
normal,多年信任的代购踩雷，雅诗兰黛智妍面霜,雅诗兰黛智妍面霜二代清爽版踩雷，曝光🍑宝卖家，请避坑🕳。,1678029906000,王N,https://sns-avatar-qc.xhscdn.com/avatar/5ebe5c37bbeb3f00019fc240.jpg,234,91,418,8,,1707298240144,https://www.xiaohongshu.com/explore/6404b452000000001300a9ad
normal,姐妹们，还是不要入坑，踩雷的一款面霜，用了脸上就长红色带白点的小颗粒，本还以为是自己吃东西还是清洁不到位，结果不是，是停用就没事，用脸上还是疯长小颗粒，,姐妹们，还是不要入坑，踩雷的一款面霜，用了脸上就长红色带白点的小颗粒，本还以为是自己吃东西还是清洁不到位，结果不是，是停用就没事，用脸上还是疯长小颗粒，,1706678898000,_人生若只如初见,https://sns-avatar-qc.xhscdn.com/avatar/631ca3e9714c581c80f57a79.jpg,27,6,187,0,福建,1707298240145,https://www.xiaohongshu.com/explore/65b9da72000000002b03fd75
normal,钱，不会骗人（雅诗兰黛黑钻面霜）,专柜入2490一套送黑钻小样，昨晚使用了上脸比较油润过一会又变干了，感觉适合混油皮大干皮冬天用要叠加精华油才行，目前使用感还行除了没那么滋润涂再多也不搓泥坚持用一个月再来评价我倒要看看抗老美白修复有多厉害能不能超过我目前心中排名第一黑绷带     ,1705396521000,大卜卜,https://sns-avatar-qc.xhscdn.com/avatar/5e761c4614abbc00017e6e38.jpg,23,9,61,1,广东,1707298240145,https://www.xiaohongshu.com/explore/65a64929000000002900def5
normal,人生第一次空瓶的面霜,"纪念一下人生第一次空瓶的面霜——雅诗兰黛的智妍面霜。
懒人党以前都是只拍个水+精华，这两年真真切切感觉皮肤状态变老很明显，就开始用面霜了。我买的是适合所有肤质的胶原霜，整体使用感受还不错，质地像冰淇淋一样，抹上后很快就吸收了，用完第二天起来脸透亮透亮的，也不会油腻，抗老效果还是很不错，个人感触最明显的就是法令纹真的有变淡一些～ ",1692156688000,卷卷,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30th4b7jm4q6042bdheqqi9ia15muuhg,129,40,51,1,,1707298240146,https://www.xiaohongshu.com/explore/64dc430f000000000301f5a3
